Ticker,Name,Exchange,Category,Country,Quote,Key,Income,Balance,Cash,Insider,Bonds
MDT,Medtronic plc,NYQ,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MS,Morgan Stanley,NYQ,Investment Brokerage - National,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MBLY,Mobileye N.V.,NYQ,Application Software,USA,5/12/2021,N,5/30/2021,5/30/2021,5/7/2021,N,N
MTL,Mechel PAO,NYQ,Steel & Iron,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MSB,Mesabi Trust,NYQ,Diversified Investments,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
MANU,Manchester United plc,NYQ,Sporting Activities,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
MBT,Public Joint-Stock Company Mobile TeleSystems,NYQ,Wireless Communications,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
MNOV,MediciNova Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MLR,Miller Industries Inc.,NYQ,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
MARK,Remark Holdings Inc.,NCM,Internet Information Providers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
TITN,Titan Machinery Inc.,NMS,Industrial Equipment Wholesale,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SMP,Standard Motor Products Inc.,NYQ,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
MODN,Model N Inc.,NYQ,Application Software,USA,5/7/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MED,Medifast Inc.,NYQ,Specialty Retail Other,USA,6/1/2021,5/28/2021,5/28/2021,5/28/2021,5/29/2021,5/29/2021,N
UTMD,Utah Medical Products Inc.,NMS,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MXPT,MaxPoint Interactive Inc.,NGM,Application Software,USA,5/12/2021,N,5/30/2021,5/30/2021,5/7/2021,N,N
MSA,MSA Safety Incorporated,NYQ,Security & Protection Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MLI,Mueller Industries Inc.,NYQ,Metal Fabrication,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
IDN,Intellicheck Inc.,ASE,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
WMAR,West Marine Inc.,NMS,Specialty Retail Other,USA,5/11/2021,N,5/28/2021,5/28/2021,5/29/2021,N,N
MVO,MV Oil Trust,NYQ,Independent Oil & Gas,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
MOMO,Momo Inc.,NMS,Internet Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MN,Manning & Napier Inc.,NYQ,Asset Management,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MGRC,McGrath Rentcorp,NMS,Rental & Leasing Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MGNX,MacroGenics Inc.,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MDCA,MDC Partners Inc.,NMS,Marketing Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
MARPS,Marine Petroleum Trust,NMS,Diversified Investments,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
PZN,Pzena Investment Management Inc,NYQ,Asset Management,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MTR,Mesa Royalty Trust,NYQ,Diversified Investments,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
MTLS,Materialise NV,NMS,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MRIN,Marin Software Incorporated,NYQ,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MKSI,MKS Instruments Inc.,NMS,Scientific & Technical Instruments,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SUM,Summit Materials Inc.,NYQ,General Building Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SKLN,Skyline Medical Inc.,NCM,Medical Instruments & Supplies,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
MOSY,MoSys Inc.,NCM,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MOBL,MobileIron Inc.,NMS,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MRNS,Marinus Pharmaceuticals Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MCHX,Marchex Inc.,NMS,Marketing Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
CMT,Core Molding Technologies Inc.,ASE,Rubber & Plastics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
VRTB,Vestin Realty Mortgage II Inc.,PNK,Mortgage Investment,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
MSON,Misonix Inc.,NGM,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
MSLP,MusclePharm Corporation,PNK,Personal Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
MNTX,Manitex International Inc.,NCM,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MITL,Mitel Networks Corporation,NMS,Communication Equipment,USA,5/7/2021,N,5/28/2021,5/28/2021,3/20/2021,N,N
MEIP,MEI Pharma Inc.,NCM,Drug Manufacturers - Other,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CGNT,Cogentix Medical Inc.,NCM,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
VRTA,Vestin Realty Mortgage I Inc,PNK,Mortgage Investment,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
VLGEA,Village Super Market Inc.,NMS,Grocery Stores,USA,6/1/2021,5/29/2021,4/3/2021,4/3/2021,4/3/2021,5/29/2021,N
TSQ,Townsquare Media Inc.,NYQ,Broadcasting - Radio,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
OUT,Outfront Media Inc.,NYQ,Marketing Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
MLSS,Milestone Scientific Inc.,ASE,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MAG,MAG Silver Corp.,ASE,Industrial Electrical Equipment,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MYEC,MEC Inc.,PNK,Consumer Services,USA,5/11/2021,N,5/28/2021,5/28/2021,5/11/2021,N,N
SMDM,The Singing Machine Company Inc.,PNK,Electronic Equipment,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ONSM,Onstream Media Corporation,PNK,Business Software & Services,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
NIMU,Non-Invasive Monitoring Systems Inc.,PNK,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
TORM,TOR Minerals International Inc.,NCM,Specialty Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MPAD,Micropac Industries Inc.,PNK,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MFST,Medifirst Solutions Inc,PNK,Publishing - Periodicals,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
SCKT,Socket Mobile Inc.,NCM,Computer Peripherals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
OMVS,On The Move Systems Corp.,PNK,Conglomerates,USA,5/12/2021,N,5/30/2021,5/30/2021,4/26/2021,N,N
MMTIF,Micromem Technologies Inc.,PNK,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MDFI,Medefile International Inc.,PNK,Healthcare Information Services,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
PUMD,ProUroCare Medical Inc.,PNK,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
INFO,IHS Markit Ltd.,NMS,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MSPC,Metrospaces Inc.,PNK,Diversified Communication Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
SRCH,Searchlight Minerals Corp.,PNK,Nonmetallic Mineral Mining,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
OSTO,Original Sixteen to One Mine Inc.,PNK,Gold,USA,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,N,N
MZEI,Medizone International Inc.,PNK,Pollution & Treatment Controls,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
MOBQ,Mobiquity Technologies Inc.,PNK,Marketing Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
MANY,Plures Technologies Inc.,PNK,Semiconductor - Broad Line,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
MMMW,Mass Megawatts Wind Power Inc.,PNK,Diversified Utilities,USA,5/8/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
USPR,U.S. Precious Metals Inc.,PNK,Industrial Metals & Minerals,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
TRGM,Targeted Medical Pharma Inc.,PNK,Drugs - Generic,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MUSS,Multi Solutions II Inc.,PNK,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MSTO,Masterbeat Corporation,PNK,Credit Services,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
MOST,MobileSmith Inc.,PNK,Business Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MACE,Mace Security International Inc.,PNK,Specialty Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
CMXC,Cell MedX Corp.,PNK,Conglomerates,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PROM,Propel Media Inc.,PNK,Marketing Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
OGSM,Organic Sales and Marketing Inc.,PNK,Management Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MYRX,Myrexis Inc.,PNK,Drugs - Generic,USA,5/31/2021,5/30/2021,4/25/2021,5/30/2021,5/30/2021,N,N
MTLK,Metalink Ltd.,PNK,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MPML,MPM Technologies Inc.,PNK,Pollution & Treatment Controls,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MMTRS,Mills Music Trust,PNK,Business Services,USA,5/12/2021,5/30/2021,4/25/2021,4/25/2021,4/25/2021,N,N
LVCA,Lake Victoria Mining Company Inc.,PNK,Gold,USA,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,N,N
NXPI,NXP Semiconductors N.V.,NMS,Semiconductor - Broad Line,USA,5/12/2021,5/30/2021,5/8/2021,5/8/2021,5/8/2021,5/30/2021,N
QGEN,QIAGEN N.V.,NMS,Research Services,USA,6/1/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
UN,Unilever N.V.,NYQ,Personal Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
NKTR,Nektar Therapeutics,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
YNDX,Yandex N.V.,NMS,Internet Information Providers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
STM,STMicroelectronics N.V.,NYQ,Semiconductor - Broad Line,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
SNN,Smith & Nephew plc,NYQ,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
QURE,uniQure N.V.,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
OFIX,Orthofix International N.V.,NMS,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
NSP,Insperity Inc.,NYQ,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NVDQ,Novadaq Technologies Inc.,NGM,Medical Laboratories & Research,USA,5/11/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
NURO,NeuroMetrix Inc.,NCM,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NSSC,Napco Security Technologies Inc.,NMS,Security & Protection Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PRQR,ProQR Therapeutics N.V.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
NTWK,NetSol Technologies Inc.,NCM,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NSPR,InspireMD Inc.,ASE,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
NNBR,NN Inc.,NMS,Machine Tools & Accessories,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NEOS,Neos Therapeutics Inc.,NGM,Drugs - Generic,USA,3/28/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
NTIP,Network-1 Technologies Inc.,ASE,Communication Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
NTRA,Natera Inc.,NMS,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NSTG,NanoString Technologies Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
NEOT,Neothetics Inc.,NCM,Biotechnology,USA,5/11/2021,N,5/29/2021,5/29/2021,4/25/2021,N,N
NTZ,Natuzzi S.p.A.,NYQ,Home Furnishings & Fixtures,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NYRT,New York REIT Inc.,NYQ,REIT - Office,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
NSYS,Nortech Systems Incorporated,NCM,Diversified Electronics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NANX,Nanophase Technologies Corporation,PNK,Chemicals - Major Diversified,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NVTA,Invitae Corporation,NYQ,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NUTR,Nutraceutical International Corporation,NMS,Food - Major Diversified,USA,5/11/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
NULM,New Ulm Telecom Inc.,PNK,Telecom Services - Foreign,USA,5/11/2021,N,5/28/2021,5/28/2021,5/28/2021,N,N
NTP,Nam Tai Property Inc.,NYQ,Diversified Electronics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NGHT,Nightculture Inc.,PNK,Entertainment - Diversified,USA,5/11/2021,N,5/28/2021,5/28/2021,3/20/2021,N,N
NTRS,Northern Trust Corporation,NMS,Asset Management,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
NTRR,Neutra Corp.,PNK,Drug Manufacturers - Major,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
SAAX,Nouveau Ventures Inc.,PNK,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NROM,Noble Roman s Inc.,PNK,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
NPHC,Nutra Pharma Corp.,PNK,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
NEWR,New Relic Inc.,NYQ,Business Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NEPH,Nephros Inc.,PNK,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
IGEN,IGEN Networks Corp.,PNK,Internet Service Providers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
TPNI,The Pulse Network Inc.,PNK,Marketing Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
NUGN,NuGene International Inc.,PNK,Personal Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
CNND,Canandaigua National Corporation,PNK,Regional - Northeast Banks,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
BUKS,Butler National Corporation,PNK,Aerospace Defense Products & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
LYNS,Lightyear Network Solutions Inc.,PNK,Long Distance Carriers,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NSRS,North Springs Resources Corp,PNK,Independent Oil & Gas,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
NHLE,Nhale Inc.,PNK,Farm & Construction Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NAOV,NanoVibronix Inc.,OBB,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ILNS,Intellect Neurosciences Inc.,PNK,Biotechnology,USA,5/11/2021,N,5/29/2021,5/29/2021,4/25/2021,N,N
ANNO,American Nano Silicon Technology Inc.,PNK,Synthetics,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
SLRK,Solera National Bancorp Inc.,PNK,Regional - Southwest Banks,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
OAKV,Oak View National Bank,PNK,Money Center Banks,USA,6/2/2021,5/29/2021,3/27/2021,3/27/2021,3/27/2021,N,N
NYLD-A,NRG Yield Inc.,NYQ,Electric Utilities,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
NUMD,Nu-Med Plus Inc.,PNK,Medical Appliances & Equipment,USA,5/31/2021,N,5/29/2021,4/25/2021,4/25/2021,N,N
NUIN,Nutrastar International Inc.,PNK,Drug Manufacturers - Other,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
ORAN,Orange S.A.,NYQ,Telecom Services - Foreign,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
OPXA,Opexa Therapeutics Inc.,NCM,Biotechnology,USA,5/11/2021,N,5/29/2021,5/29/2021,4/25/2021,N,N
OSUR,OraSure Technologies Inc.,NMS,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
VSTO,Vista Outdoor Inc.,NYQ,Sporting Goods,USA,6/1/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
PDM,Piedmont Office Realty Trust Inc.,NYQ,REIT - Office,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ORMP,Oramed Pharmaceuticals Inc.,NCM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
OPTT,Ocean Power Technologies Inc.,NCM,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
OPGN,OpGen Inc.,NCM,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
OTIC,Otonomy Inc.,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ONP,Orient Paper Inc.,ASE,Paper & Paper Products,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
OGEN,Oragenics Inc.,ASE,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CABO,Cable ONE Inc.,NYQ,Diversified Communication Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ORBT,Orbit International Corp.,PNK,Diversified Electronics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ONVI,Onvia Inc.,NCM,Business Services,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
OOMA,Ooma Inc.,NYQ,Diversified Communication Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
OVIT,OncoVista Innovative Therapies Inc.,PNK,Specialized Health Services,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
INRD,Inrad Optics Inc.,PNK,Diversified Electronics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
OXYS,OxySure Therapeutics Inc.,PNK,Medical Appliances & Equipment,USA,5/11/2021,N,5/29/2021,5/29/2021,4/25/2021,N,N
OPNT,Opiant Pharmaceuticals Inc.,PNK,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ORGS,Orgenesis Inc.,PNK,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
OPLI,OphthaliX Inc.,PNK,Biotechnology,USA,5/11/2021,N,5/29/2021,5/29/2021,4/25/2021,N,N
CTGO,Contango Ore Inc.,PNK,Gold,USA,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,N
PTRC,Petro River Oil Corp.,PNK,Oil & Gas Drilling & Exploration,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
ORFR,ORBIT FR Inc.,PNK,Scientific & Technical Instruments,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
OIBR-C,Oi S.A.,NYQ,Diversified Communication Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
QNTO,Quaint Oak Bancorp Inc.,PNK,Regional - Northeast Banks,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ORNC,Oranco Inc.,PNK,Diversified Investments,USA,3/28/2021,N,4/4/2021,4/4/2021,4/4/2021,N,N
BORT,Bank Of Botetourt,PNK,Savings & Loans,USA,4/4/2021,5/29/2021,4/4/2021,4/4/2021,5/29/2021,N,N
AFAN,AF Ocean Investment Management Company,PNK,Conglomerates,USA,5/12/2021,N,5/30/2021,5/30/2021,4/26/2021,N,N
TCKF,Grasshopper Staffing Inc.,PNK,Conglomerates,USA,5/12/2021,N,5/30/2021,5/30/2021,4/26/2021,N,N
PEYE,Precision Optics Corporation Inc.,PNK,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MOJO,Mojo Organics Inc,PNK,Beverages - Soft Drinks,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
FBPI,First Bancorp of Indiana Inc.,OBB,Savings & Loans,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
CZBT,Citizens Bancorp of Virginia Inc.,PNK,Regional - Mid-Atlantic Banks,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
COFI,Credit One Financial Inc.,PNK,Credit Services,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
BTHR,Sports Venues of Florida Inc.,PNK,Food - Major Diversified,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
PSX,Phillips 66,NYQ,Oil & Gas Refining & Marketing,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
RIO,Rio Tinto plc,NYQ,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
PSA,Public Storage,NYQ,REIT - Industrial,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
UL,Unilever PLC,NYQ,Personal Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
PNR,Pentair plc,NYQ,Industrial Equipment & Components,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PSO,Pearson plc,NYQ,Publishing - Books,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
PUK,Prudential plc,NYQ,Life Insurance,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
STE,Steris Plc,NYQ,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
QIWI,Qiwi plc,NMS,Credit Services,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
PKX,POSCO,NYQ,Steel & Iron,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
UGP,Ultrapar Participaes S.A.,NYQ,Oil & Gas Refining & Marketing,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
PLPM,Planet Payment Inc.,NCM,Technical & System Software,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
PKY,Parkway Inc.,NYQ,REIT - Office,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
XENE,Xenon Pharmaceuticals Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
REPH,Recro Pharma Inc.,NCM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
