Ticker,Name,Exchange,Category,Country,Quote,Income,Balance,Cash,Insider,Institutional,Bonds,Buybacks
HOG,Harley-Davidson Inc.,NYQ,Recreational Vehicles,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HUM,Humana Inc.,NYQ,Health Care Plans,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
HAS,Hasbro Inc.,NMS,Toys & Games,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
KBH,KB Home,NYQ,Residential Construction,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
PYPL,PayPal Holdings Inc.,NMS,Credit Services,USA,3/26/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
MHLD,Maiden Holdings Ltd.,NMS,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
LL,Lumber Liquidators Holdings Inc.,NYQ,Home Improvement Stores,USA,5/11/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
HSIC,Henry Schein Inc.,NMS,Medical Equipment Wholesale,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
RHI,Robert Half International Inc.,NYQ,Staffing & Outsourcing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
OHI,Omega Healthcare Investors Inc.,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
KORS,Michael Kors Holdings Limited,NYQ,Textile - Apparel Clothing,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
HLF,Herbalife Ltd.,NYQ,Personal Products,USA,5/11/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
HA,Hawaiian Holdings Inc.,NMS,Regional Airlines,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
RH,RH,NYQ,Home Furnishing Stores,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
HSBC,HSBC Holdings plc,NYQ,Foreign Money Center Banks,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
USNA,USANA Health Sciences Inc.,NYQ,Drug Related Products,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HR,Healthcare Realty Trust Incorporated,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HZNP,Horizon Pharma Public Limited Company,NMS,Drugs - Generic,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HST,Host Hotels & Resorts Inc.,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HCA,HCA Healthcare Inc.,NYQ,Hospitals,USA,5/12/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
WGL,WGL Holdings Inc.,NYQ,Gas Utilities,USA,5/8/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
Q,Quintiles IMS Holdings Inc.,NYQ,Medical Laboratories & Research,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HLT,Hilton Worldwide Holdings Inc.,NYQ,Lodging,USA,5/11/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
SFUN,Fang Holdings Limited,NYQ,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
RDUS,Radius Health Inc.,NGM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HIMX,Himax Technologies Inc.,NMS,Semiconductor - Specialized,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HCLP,Hi-Crush Partners LP,NYQ,Industrial Metals & Minerals,USA,5/7/2021,5/7/2021,5/7/2021,5/8/2021,N,N,N,N
MOH,Molina Healthcare Inc.,NYQ,Health Care Plans,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
HOLX,Hologic Inc.,NMS,Medical Appliances & Equipment,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HBI,Hanesbrands Inc.,NYQ,Textile - Apparel Clothing,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
SLCA,U.S. Silica Holdings Inc.,NYQ,Industrial Metals & Minerals,USA,5/12/2021,5/7/2021,5/7/2021,5/8/2021,N,N,N,N
HWKN,Hawkins Inc.,NMS,Specialty Chemicals,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HYH,Halyard Health Inc.,NYQ,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SSNC,SS&C Technologies Holdings Inc.,NMS,Business Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
RNR,RenaissanceRe Holdings Ltd.,NYQ,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
LDOS,Leidos Holdings Inc.,NYQ,Information & Delivery Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HTH,Hilltop Holdings Inc.,NYQ,Mortgage Investment,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
HSNI,HSN Inc.,NMS,Specialty Retail Other,USA,5/11/2021,3/23/2021,3/26/2021,3/26/2021,N,N,N,N
HSII,Heidrick & Struggles International Inc.,NMS,Staffing & Outsourcing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
LQ,La Quinta Holdings Inc.,NYQ,Resorts & Casinos,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
JHX,James Hardie Industries plc,NYQ,Cement,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ST,Sensata Technologies Holding N.V.,NYQ,Scientific & Technical Instruments,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
NM,Navios Maritime Holdings Inc.,NYQ,Shipping,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
NHI,National Health Investors Inc.,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
NSM,Nationstar Mortgage Holdings Inc.,NYQ,Mortgage Investment,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
MLHR,Herman Miller Inc.,NMS,Business Equipment,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
KND,Kindred Healthcare Inc.,NYQ,Long-Term Care Facilities,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ITUB,Ita Unibanco Holding S.A.,NYQ,Foreign Regional Banks,USA,4/3/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
HZO,MarineMax Inc.,NYQ,Specialty Retail Other,USA,5/11/2021,3/23/2021,3/26/2021,3/26/2021,N,N,N,N
UVE,Universal Insurance Holdings Inc.,NYQ,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
RHP,Ryman Hospitality Properties Inc.,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
PRO,PROS Holdings Inc.,NYQ,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
MHO,M I Homes Inc.,NYQ,Residential Construction,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HSTM,HealthStream Inc.,NMS,Healthcare Information Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HIBB,Hibbett Sports Inc.,NMS,Sporting Goods Stores,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
PVHO,Provision Holding Inc.,PNK,Marketing Services,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
MKTX,MarketAxess Holdings Inc.,NMS,Investment Brokerage - National,USA,3/26/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
JBHT,J.B. Hunt Transport Services Inc.,NMS,Trucking,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HPP,Hudson Pacific Properties Inc.,NYQ,REIT - Office,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TRQ,Turquoise Hill Resources Ltd.,NYQ,Industrial Metals & Minerals,USA,5/12/2021,5/7/2021,5/7/2021,5/8/2021,N,N,N,N
SLGN,Silgan Holdings Inc.,NMS,Packaging & Containers,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
OPHC,OptimumBank Holdings Inc.,NCM,Regional - Mid-Atlantic Banks,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
NOAH,Noah Holdings Limited,NYQ,Asset Management,USA,3/28/2021,3/28/2021,4/4/2021,4/4/2021,N,N,N,N
NMR,Nomura Holdings Inc.,NYQ,Investment Brokerage - National,USA,3/26/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
NLSN,Nielsen Holdings plc,NYQ,Information & Delivery Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
INOV,Inovalon Holdings Inc.,NMS,Healthcare Information Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
IMH,Impac Mortgage Holdings Inc.,ASE,Mortgage Investment,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
HNP,Huaneng Power International Inc.,NYQ,Electric Utilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HLIT,Harmonic Inc.,NMS,Communication Equipment,USA,5/7/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
HIL,Hill International Inc.,NYQ,Management Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HI,Hillenbrand Inc.,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
UHS,Universal Health Services Inc.,NYQ,Hospitals,USA,5/12/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
RMAX,RE MAX Holdings Inc.,NYQ,Property Management,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MTSI,MACOM Technology Solutions Holdings Inc.,NMS,Semiconductor - Broad Line,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MDC,M.D.C. Holdings Inc.,NYQ,Residential Construction,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
LHO,LaSalle Hotel Properties,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
LGIH,LGI Homes Inc.,NMS,Real Estate Development,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
KW,Kennedy-Wilson Holdings Inc.,NYQ,Property Management,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HII,Huntington Ingalls Industries Inc.,NYQ,Aerospace Defense Products & Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
VR,Validus Holdings Ltd.,NYQ,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
KOP,Koppers Holdings Inc.,NYQ,Specialty Chemicals,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HMST,HomeStreet Inc.,NMS,Savings & Loans,USA,4/4/2021,4/4/2021,4/4/2021,4/24/2021,N,N,N,N
HIW,Highwoods Properties Inc.,NYQ,REIT - Office,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HIHO,Highway Holdings Limited,NCM,Metal Fabrication,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HGT,Hugoton Royalty Trust,NYQ,Oil & Gas Drilling & Exploration,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
STRM,Streamline Health Solutions Inc.,NCM,Healthcare Information Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
OPY,Oppenheimer Holdings Inc.,NYQ,Investment Brokerage - Regional,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
INN,Summit Hotel Properties Inc.,NYQ,Real Estate Development,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HT,Hersha Hospitality Trust,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HELE,Helen of Troy Limited,NMS,Housewares & Accessories,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
HDP,Hortonworks Inc.,NMS,Technical & System Software,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
RICK,RCI Hospitality Holdings Inc.,NGM,Restaurants,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
MGLN,Magellan Health Inc.,NMS,Health Care Plans,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
LXFR,Luxfer Holdings PLC,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
IHT,Innsuites Hospitality Trust,ASE,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HRC,Hill-Rom Holdings Inc.,NYQ,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HALO,Halozyme Therapeutics Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
UHT,Universal Health Realty Income Trust,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TTEC,TeleTech Holdings Inc.,NMS,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PEB,Pebblebrook Hotel Trust,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MRGE,Mirage Energy Corporation,PNK,Healthcare Information Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
MCFT,MCBC Holdings Inc.,NGM,Recreational Vehicles,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HUBS,HubSpot Inc.,NYQ,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
TANH,Tantech Holdings Ltd,NCM,Nonmetallic Mineral Mining,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
SPOK,Spok Holdings Inc.,NMS,Wireless Communications,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
LPNT,LifePoint Health Inc.,NMS,Hospitals,USA,5/12/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
INCR,INC Research Holdings Inc.,NMS,Research Services,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
HMG,HMG Courtland Properties Inc.,ASE,REIT - Retail,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HDSN,Hudson Technologies Inc.,NCM,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HCOM,Hawaiian Telcom Holdco Inc.,NMS,Diversified Communication Services,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
HAYN,Haynes International Inc.,NMS,Metal Fabrication,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
XHR,Xenia Hotels & Resorts Inc.,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
VBTX,Veritex Holdings Inc.,NGM,Regional - Southwest Banks,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
SPWH,Sportsman s Warehouse Holdings Inc.,NMS,Sporting Goods,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
QTWO,Q2 Holdings Inc.,NYQ,Business Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
QCRH,QCR Holdings Inc.,NGM,Regional - Southwest Banks,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
LEJU,Leju Holdings Limited,NYQ,Property Management,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HY,Hyster-Yale Materials Handling Inc.,NYQ,Trucks & Other Vehicles,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
SHO,Sunstone Hotel Investors Inc.,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
PERF,Perfumania Holdings Inc.,NCM,Specialty Retail Other,USA,5/11/2021,3/23/2021,3/26/2021,3/26/2021,N,N,N,N
NMIH,NMI Holdings Inc.,NGM,Surety & Title Insurance,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
KONE,Kingtone Wirelessinfo Solution Holding Ltd,NCM,Business Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HQY,HealthEquity Inc.,NMS,Healthcare Information Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HLI,Houlihan Lokey Inc.,NYQ,Investment Brokerage - National,USA,3/26/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
THTI,THT Heat Transfer Technology Inc.,PNK,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SPLP,Steel Partners Holdings L.P.,NYQ,Conglomerates,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
HRTG,Heritage Insurance Holdings Inc.,NYQ,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
SSY,SunLink Health Systems Inc.,ASE,Hospitals,USA,5/12/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
HNH,Handy & Harman Ltd.,NCM,Industrial Equipment & Components,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
TSC,Tristate Capital Holdings Inc.,NMS,Money Center Banks,USA,5/11/2021,3/27/2021,3/27/2021,3/27/2021,N,N,N,N
THM,International Tower Hill Mines Ltd.,ASE,Gold,USA,5/9/2021,5/9/2021,5/9/2021,5/9/2021,N,N,N,N
STRI,STR Holdings Inc.,PNK,Semiconductor Equipment & Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
PRAH,PRA Health Sciences Inc.,NMS,Medical Laboratories & Research,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
NVGS,Navigator Holdings Ltd.,NYQ,Shipping,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
LTRPA,Liberty TripAdvisor Holdings Inc.,NMS,Recreational Goods Other,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
HUBB,Hubbell Incorporated,NYQ,Diversified Electronics,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HCHC,HC2 Holdings Inc.,NYQ,Long Distance Carriers,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
PSBQ,PSB Holdings Inc.,OBB,Regional - Midwest Banks,USA,3/28/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
NWHM,The New Home Company Inc.,NYQ,Residential Construction,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ISTR,Investar Holding Corporation,NGM,Regional - Southwest Banks,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
IHRC,Investors Heritage Capital Corporation,PNK,Life Insurance,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
HMLP,Hegh LNG Partners LP,NYQ,Shipping,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
CRBP,Corbus Pharmaceuticals Holdings Inc.,NGM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SOHO,Sotherly Hotels Inc.,NGM,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HPTO,HopTo Inc.,PNK,Technical & System Software,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TCEHY,Tencent Holdings Limited,PNK,Business Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MHH,Mastech Digital Inc.,ASE,Staffing & Outsourcing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HUGE,Massive Interactive Inc.,PNK,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
HDNG,Hardinge Inc.,NMS,Machine Tools & Accessories,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
HBM,Hudbay Minerals Inc.,NYQ,Industrial Metals & Minerals,USA,5/12/2021,5/7/2021,5/7/2021,5/8/2021,N,N,N,N
CRVP,Crystal Rock Holdings Inc.,ASE,Beverages - Soft Drinks,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
WSFL,Woodstock Holdings Inc.,PNK,Investment Brokerage - Regional,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
SWKH,SWK Holdings Corporation,PNK,Diversified Investments,USA,3/28/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
QCCO,QC Holdings Inc.,PNK,Savings & Loans,USA,4/4/2021,4/4/2021,4/4/2021,4/24/2021,N,N,N,N
NOBH,Nobility Homes Inc.,PNK,Manufactured Housing,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HYSR,HyperSolar Inc.,PNK,Electric Utilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HUWX,Heatwurx Inc.,PNK,Farm & Construction Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
CYLU,Cyalume Technologies Holdings Inc.,PNK,Industrial Electrical Equipment,USA,3/28/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SNWV,SANUWAVE Health Inc.,PNK,Medical Appliances & Equipment,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PFHO,Pacific Health Care Organization Inc.,PNK,Specialized Health Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
MMMB,MamaMancini s Holdings Inc.,PNK,Food - Major Diversified,USA,5/11/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
MJNE,MJ Holdings Inc.,PNK,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
MERR,Merriman Holdings Inc.,PNK,Asset Management,USA,3/28/2021,3/28/2021,4/4/2021,4/4/2021,N,N,N,N
HOMR,Homie Recipes Inc.,PNK,Conglomerates,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
HOLL,Hollywood Media Corp.,PNK,Specialty Retail Other,USA,5/11/2021,3/23/2021,3/26/2021,3/26/2021,N,N,N,N
SPNE,SeaSpine Holdings Corporation,NMS,Medical Appliances & Equipment,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SCRH,Scores Holding Company Inc.,PNK,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PSTO,Powerstorm Holdings Inc.,PNK,Conglomerates,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
PATI,Patriot Transportation Holding Inc.,NMS,Trucking,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
NWMH,National Waste Management Holdings Inc.,PNK,Waste Management,USA,3/28/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
INQD,Indoor Harvest Corp,PNK,Farm & Construction Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HYDI,Hydromer Inc.,PNK,Research Services,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
HEI-A,HEICO Corporation,NYQ,Aerospace Defense Products & Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HALN,Halo Companies Inc.,PNK,Mortgage Investment,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
CHUM,CHUMA HOLDINGS INC.,PNK,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
CELH,Celsius Holdings Inc.,NCM,Beverages - Soft Drinks,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
UEEC,United Health Products Inc.,PNK,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
TLCC,Twinlab Consolidated Holdings Inc.,PNK,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
PRLX,Parallax Health Sciences Inc.,PNK,Conglomerates,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
OPXS,Optex Systems Holdings Inc,PNK,Industrial Metals & Minerals,USA,5/12/2021,5/7/2021,5/7/2021,5/8/2021,N,N,N,N
ONVC,Online Vacation Center Holdings Corp.,PNK,Personal Services,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
MFON,Mobivity Holdings Corp.,PNK,Communication Equipment,USA,5/7/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
BRZL,Scepter Holdings Inc.,PNK,Industrial Metals & Minerals,USA,5/7/2021,5/7/2021,5/7/2021,5/8/2021,N,N,N,N
XFCH,X-Factor Communications Holdings Inc.,PNK,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
VRHD,VR Holdings Inc.,PNK,Diversified Investments,USA,3/28/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
VICA,HCi VioCare,PNK,Medical Appliances & Equipment,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
NEMD,iNeedMD Holdings Inc.,PNK,Medical Appliances & Equipment,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HSBK,Highlands Bancorp Inc.,PNK,Regional - Northeast Banks,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
HPCQ,HPC Acquisitions Inc.,PNK,Conglomerates,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
HNET,HighLight Networks Inc,PNK,Waste Management,USA,3/28/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
HFBK,Harford Bank,PNK,Regional - Mid-Atlantic Banks,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
HBSI,Highlands Bankshares Inc.,PNK,Regional - Mid-Atlantic Banks,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
HBMK,Hubei Minkang Pharmaceutical Ltd,PNK,Drug Manufacturers - Major,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HBIA,Hills Bancorp,PNK,Regional - Midwest Banks,USA,3/28/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
GIGL,Giggles N  Hugs Inc.,PNK,Restaurants,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
HZNB,Manasota Group Inc.,PNK,Regional - Southeast Banks,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
